CALLID,adaptedasr_trans,adapted_person,adapted_location,adapted_time,transcript,ner_person,ner_location,ner_time
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_018380_024475,"yeah yeah like three minutes is fine but then i have to do some bye 
",[],[],['three minutes'],yeah yeah yeah like three minutes is fine but then i have to do something like.,[],[],['three minutes']
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_024990_027925,"just waking up but like three minutes is fine if it's urgent 
",[],[],['like three minutes'],just waking up but like three minutes is fine if it's urgent.,[],[],['three minutes']
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_055960_056885,"so 
",[],[],[],so so.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_057440_061725,"i just wanted to say something 
",[],[],[],i'm sorry just one second i had to say something to my wife.,[],[],['one second']
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_062510_070124,"
",[],[],[],yeah moment speaking with wife.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_070790_104675,"sorry i have i'll really have to finish in one minute because my son threw some something in the kitchen something from the table so just to have cut it short it was all fine there was a required <unk> test like this after arrival so we we did two <unk> test the very first day and it was negative the other day and everything was fine so like are you asking from the trouble perspective 
",[],[],"['one minute', 'the very first day']",sorry i have i'll really have to finish in one minute because my son threw some something in the kitchen something from the table so just to have cut it short it was all fine there was a required covid test like this after arrival so we did two covid test the very first day and it was negative the other day and everything was fine so like are you asking from the trouble perspective.,[],[],"['one minute', 'the very first day']"
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_107340_108175,"yeah 
",[],[],[],yeah yeah.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_115090_134768,"thank you very much for calling me i didn't expect this yeah yeah except the fact that we had to go four times to <unk> test and our noses are like after very very a careful inspection everything is fine everything is absolutely fine thanks for calling me 
",[],[],[],thank you very much for calling me i didn't expect this yeah yeah except the fact that we had to go four times to covid test and our noses are like after very very a careful inspection everything is fine everything is absolutely fine thanks for calling me.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_148329_170898,"ridiculous because i will be in the office because i would just like to also tell you something there but but maybe in the office in person i i have to run now maybe tomorrow 
",[],[],['tomorrow'],yeah you sure did good yes yes we have already been in the office because i would just like to also tell you something there but but maybe in the office in person i i have to run now maybe tomorrow tell me tomorrow.,[],[],"['tomorrow', 'tomorrow']"
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_181180_186105,"okay okay i i was just thinking of coming and think about nothing nothing urgent 
",[],[],[],okay okay i i was just thinking of coming and think about nothing nothing urgent.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_187640_193565,"okay so a nice holiday and vacation and everything and some time off rest 
",[],[],[],okay okay so have a nice holiday and vacation and everything and some time off rest.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_208140_209225,"yeah 
",[],[],[],yes we'll do.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_219190_219775,"okay 
",[],[],[],okay.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_226670_233435,"okay okay there probably will be one that i will send you an <unk> about or some messages 
",[],[],[],okay okay there probably will be one that i will send you an s m s about or some messages.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_234840_239085,"okay okay because i have to run now 
",[],[],[],okay okay michal i will have to run now.,['michal'],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_250750_254985,"thank you thank you you too you too have a have great christmas bye bye 
",[],[],[],thank you thank you you too you too have a have great christmas bye bye.,[],[],['christmas']
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_002776_005720,"ciao ciao adam so do do you have the minutes 
",['adam'],[],[],ciao ciao adam so do do you have a minute.,['adam'],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_015250_017935,"so three you have some some peas on what 
",[],[],[],so three you have some some peas on what.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_020062_020572,"yeah 
",[],[],[],be on.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_021559_025158,"okay okay good 
",[],[],[],okay okay good good good.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_026853_027527,"okay 
",[],[],[],okay.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_029141_034853,"adam i i let the <unk> ray on your desk with cope your enthusiasm 
",['adam'],[],[],adam i i let the blu ray on your desk with cope your enthusiasm.,['adam'],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_036455_088282,"so you're on your desk when you have time and there's something i want to tell you about it because it's just so brilliant i yesterday evening i watched the some interview with larry david and that's so fantastic because you know how they did uh i find found out why is it so natural like the way how they speak like all the <unk> it looks like really <unk> real life and the reason for it is that they actually don't have a script with like all the phrases word by word they just have a script like saying like <unk> called adam and they discuss the problem that something happened there there you know and everything is improvisation 
",['larry david'],[],[],so you have it on your desk when you have time. and there's something i want to tell you about it because it's just so brilliant i yesterday evening i watched the some interview with larry david. and that's so fantastic because you know how they did uh i find found out why is it so natural like the way how they speak like all the dialogs it looks like really ly real life. and the reason for it is that they actually don't have a script with like all the phrases word by word they just have a script like saying like jakub called adam. and they discuss the problem that something happened there there you know. and everything is improvisation there.,"['larry david', 'jakub', 'adam']",[],['yesterday evening']
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_088839_090441,"so 
",[],[],[],sorry sorry can you repeat.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_092577_093077,"hello 
",[],[],[],hello.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_095294_096536,"you are breaking up 
",[],[],[],you are breaking up a bit.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_103247_134013,"it's all like they only write like one episode which is thirty minutes it has like a couple of pages of the basic script and every thing else is improvisation and all the jokes there are improvisation and all the laughs there are because somebody really laughed or something that the other side said and they didn't know about it in advance so that is why it's so natural it's like it's totally brilliant it's amazing 
",[],[],['thirty minutes'],it's all like they only write like one episode which is thirty minutes it has like just a couple of pages of the basic script. and every thing else is improvisation. and all the jokes there are improvisation and all the laughs there are because somebody really laughed or something that the other ehm side said and they didn't know about it in advance so that is why it's so natural it's like it's totally brilliant it's amazing.,[],[],['thirty minutes']
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_144753_145623,"<unk> 
",[],[],[],jimmy carr.,['jimmy carr'],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_167334_176657,"yeah i would never never ever be able to to call you and speak about something without the script i cannot do improvisation know that 
",[],[],[],yeah i would never never ever be able to to call you and speak about something without a script i cannot do improvisation i am not good at you know.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_185318_186038,"okay 
",[],[],[],on your desk.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_189660_190705,"yeah 
",[],[],[],yeah yeah yeah.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_201061_205810,"enjoy it enjoy it ciao ciao ciao a nice weekend adam bye 
",[],[],[],enjoy it enjoy it ciao ciao ciao have a nice weekend adam bye.,['adam'],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_001700_002121,"so 
",[],[],[],hello?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_005780_006455,"ciao adam 
",[],[],[],ciao adam.,['adam'],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_015840_016297,"
",[],[],[],yeah.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_037951_049057,"i think this is a very nice neat idea that that's very cool and how exactly would you do it like how would you choose choose the partners that should receive double 
",[],[],[],i think this is a very nice neat idea. that that's very cool. and how exactly would you do it? like how would you choose choose the partners that should receive the award?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_075647_090982,"then let me ask you know couple questions like are you imagine that this should go to like all gold partners or to selected partners or only to one partner or like quite like how many partners would you choose for such a 
",[],[],[],well wait. let me ask you a couple questions. like are you imagine that this should go to like all gold partners or to selected partners or only to one partner or like how many partners would you choose for such award?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_094203_094819,"well 
",[],[],[],just one?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_138218_146480,"that's cool and and i assume that they should know about it in advance right like in the beginning of the year we would say that there are these categories 
",[],[],['the beginning of the year'],that's cool! and and i assume that they should know about it in advance right? like in the beginning of the year we would say that there are these categories.,[],[],['the beginning of the year']
cs04M-REc237c916b45224224972852be3734baf_changed_B_148451_149595,"yeah 
",[],[],[],yeah,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_179225_200263,"adam like it sounds like really really sweet idea i like it a lot it like looking on my calendar before end of this year i will i would have to put down a lot of important strategic tasks would you be able to take care of the preparation of this 
",[],[],['end of this year'],adam like it sounds like really really sweet idea. i like it a lot. it like looking on my calendar before end of this year i will i would have to put down a lot of important strategic tasks. would you be able to take care of the preparation of this?,['adam'],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_218351_225333,"you know we have a with marketing the the <unk> for q four pretty packed already 
",[],[],[],you know we have a bit with marketing the the roadmap for q four pretty packed already.,[],[],['q four']
cs04M-REc237c916b45224224972852be3734baf_changed_B_227220_232075,"because we we would have to you know exchange it for something else 
",[],[],[],because we we would have to you know exchange it for something else.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_234121_237688,"do you have idea for what what what shall we exchange it for 
",[],[],[],do you have idea for what what what shall we exchange it for?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_252310_254136,"okay 
",[],[],[],okay okay.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_255129_278062,"so so adam maybe it would be the best if you take the lead for like initiating this can you can you discuss with marketing like the setup if they could switch it for the social media analysis who would be who would do it what would be some some some really basic basic plan for it and then we can discuss it in more detailed way 
",['adam'],[],[],so so adam. maybe it would be the best if you take the lead for like initiating this. can you can you discuss with marketing like the setup. if they could switch it for the social media analysis who would be? who would do it? what would be some some some really basic basic plan for it and then we can discuss it in more detailed way.,['adam'],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_281370_306910,"yeah but but still i i am just thinking there would definitely has to be a lead in the sales team to take care of it because there would be need for for the for the sales input too so we we can ask for someone that can help us for marketing team but still someone from from sales team should should help them or at the a customer 
",[],[],[],yeah. but but still i i am just thinking there would definitely has to be a lead in the sales team to take care of it because there would be need for for the for the sales input too. so we we can ask for someone that can help us for marketing team but still someone from from the sales team should should help them. or at least be like a customer.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_315080_316977,"do you have time prefer to 
",[],[],[],do you have time for to prepare the.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_317655_318768,"<unk> 
",[],[],[],to prepare the input for them?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_344090_370610,"okay sounds good i can imagine that we round this in the february when the year already like started in february so okay okay so please please just discuss with marketing if they could they could put the <unk> create some very basic just just couple of bullet points together with them and then we meet 
",[],[],"['february', 'february']",okay. so it sounds it sounds good. i can imagine that we round this in the february. when the year already like started in february so okay okay. so please please just discuss it with marketing. if they could they could put it in the roadmap create some very basic just just couple of bullet points together with them and then we can meet them to plan this.,[],[],"['february', 'february']"
cs04M-REc237c916b45224224972852be3734baf_changed_B_371212_371467,"
",[],[],[],okay?,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_382514_385703,"what do you mean i'm in home office now 
",[],[],[],what what do you mean? i'm in homeoffice now.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_386696_388954,"i'm i'm laying on my on the sofa 
",[],[],[],i'm i'm laying on my on the sofa.,[],[],[]
cs04M-REc237c916b45224224972852be3734baf_changed_B_390323_391707,"there is nobody from marketing there 
",[],[],[],there is nobody from marketing there.,[],[],[]
