CALLID,ASR,ASR_boosted,asr_ner,asr_boosted_ner,asrbaseline_person,asrbaseline_location,asrbaseline_time,transcript,ner_person,ner_location,ner_time
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_051690_059805,"so they basically the embarrassment rituals doubted before you smoke there anymore but now this is deducted from me or
","so they basically embarrassment rituals down before you smoke any more but now they said deducted from your
",,,[],[],[],so they basically the reimbursement which was there before er is not there any more. but now this is this is deducted from your.,[],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_060620_062715,"you're from your from your salary
","from your from your salary
",,,[],[],[],from your from your salary.,[],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_114810_118925,"isn't it
","isn't it
",,,[],[],[],sorry but this is it i'm sorry this is it.,[],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_120910_126085,"but if you if you like you can go to that that
","if you if you like you can go through the motions
",,,[],[],[],yeah. but if you like you can go to ugly places and then you get your reimbursement.,[],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_126840_129915,"a place like this it's like that
","different places like this it's like that
",,,[],[],[],but for beautiful places like this it's like that.,[],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_130840_134465,"also they take away on vacation days so you know
","also they take away your vacation days so you know
",,,[],[],[],and also they take away your vacation days so you know.,[],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_135310_139285,"we had four weeks of vacation so now we will be detected
","we had four weeks of vacation so now we will be detected
",[[]],[[]],[],[],['four weeks'],we had four weeks of vacations so now these will be deducted.,[],[],['four weeks']
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_148300_154445,"okay okay okay i'm so thank you i i i've got two kids so it was so nice
","okay okay okay so thank you i i i've got two kids so it was so nice
",[[]],[[]],[],[],[],ha okay okay okay adam so thank you i i i'm so glad that you to took it so nicely.,['adam'],[],[]
cs04M-RE63fd4cc409a80d86f7511f5cda63c598_A_155090_158515,"and you have an i._d.
","and you have an idea
",,,[],[],[],and i hope you have a nice day ciao ciao.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_000441_001235,"hello
","hello
",,,[],[],[],hello hello.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_005440_007275,"yeah hi hi homes
","yeah hi hi i'm john
",,['john'],[],[],[],yeah yeah. hi hi.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_012860_013465,"uh-huh
","uh-huh
",,,[],[],[],yes.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_014760_023265,"uh i am working but right now i mean the shop actually buying something for my trip tomorrow but i am looking
","uh i am working but right now i mean the shop actually buying something for my trip tomorrow but i am looking
",,,[],[],[],i am working but right now i'm in the shop actually buying something for my trip tomorrow. but i am working yeah.,[],[],['tomorrow']
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_043810_044395,"okay
","okay
",,,[],[],[],okay.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_050100_053895,"oh you mean debt partner uh from serbia
","ah you mean that partner uh from serbia
",['serbia'],['serbia'],[],['serbia'],[],you mean that partner from serbia.,[],['serbia'],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_057150_059735,"um so
","um so
",,,[],[],[],yeah yeah yeah . so.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_060490_069095,"sorry homes adjusted running run christian you asking me if i i i can provide some expertise on how the motel can be improved right
","sorry i'm just wondering christian you are asking me if i i i can provide some expertise on hold a motel can be improved right
",['christian'],['christian'],[],[],[],just sorry just one one question. you are asking me if i i i can provide some expertise on how the model can be improved right?,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_104835_131297,"oh i see i see i see thank you for the question shows uh if it's not in scope of what they what did they already purchased it it's definitely something we can discuss it with them and maybe they can put in uh might be our budget it next year or something bigger like from my perspective would be fine i explained damn what can be gone on supervised uh see adaptation
","oh i see i see i see thank you for the question shows uh if it's not in the scope of what they what did they already purchase it it's definitely something we can discuss it with them and maybe they can put in a might be our our budget for next year or something bigger like from my perspective would be fine i would explain to him what can be done to provide a saeed the adaptation
",[[]],['saeed'],[],[],['next year'],i see i see i see. thank you for the question. so if it's not in the scope of what they what they already purchase but it is definitely something we can discuss with them and maybe they can put it maybe i don't know a budget for next year or something like that. like for my perspective that would be totally fine. i would explain them what can be done with unsupervised f p t adaptation.,[],[],['next year']
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_132240_143447,"they can people themselves um they see the potential you probing the system or or uh yeah definitely be interesting for them and then we can discuss a cookie
","and they can people themselves um they see the potential for the system or or a movie interesting for them and then we can discuss it could be
",,,[],[],[],and they can see for themselves if they see the potential of improving the system or if the that would be interesting for them and and he can discuss a bit this point of view.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_144600_152025,"so basically they're not sure if you could or did you already um told them how the entrepreneur standing gotta a work
","so basically they're not sure if you could er did you already i'm told them how to answer that question and go to work
",,,[],[],[],so so basically i'm not sure hold on if you could or did you already told them how the unsupervised training adaptation worked?,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_176050_177845,,,,,[],[],[],fantastic fantastic.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_179330_186895,"okay okay great i i have to go now uh about sounds like a sign up pretty show you know how article one after
","okay okay great i i have to go now uh about sounds like a good plan that pretty show the whole article was after
",,,[],[],[],okay okay great. i i have to go now sounds like a good plan. at least let me know how to call one after.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_187840_188645,"figure
","yeah
",,,[],[],[],thank you. thank you.,[],[],[]
cs04M-RE7c6a9aa13e72ebbb390f429a53d7b0f5_B_189740_191755,"she told her church archer
","she has her church archer
",,,[],[],[],thank. ciao ciao. cheers.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_001750_003355,"hello this is cooking
","hello this is cooking
",,,[],[],[],hello this is jakub speaking.,['jakub'],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_006420_007355,,,,,[],[],[],hi there michal.,['michal'],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_018380_024475,"yeah yeah like three minutes is fine but then i have to do some like soccer
","yeah yeah like three minutes is fine but then i have to do some marek saw
",[[]],['marek'],[],[],['three minutes'],yeah yeah yeah like three minutes is fine but then i have to do something like.,[],[],['three minutes']
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_024990_027925,"g. rating i'm but it's it's fine if they target
","she's making a mockery but it's it's fine if they target
",,,[],[],[],just waking up but like three minutes is fine if it's urgent.,[],[],['three minutes']
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_055960_056885,"so so
","so so
",,,[],[],[],so so.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_057440_061725,"i'm uh just wanted to say something
","i just wanted to say something
",,,[],[],[],i'm sorry just one second i had to say something to my wife.,[],[],['one second']
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_062510_070124,,,,,[],[],[],yeah moment speaking with wife.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_070790_104675,"i so i really do they have to finish a limited because my son approved some something into teaching 'em or something from the table so uh just to so i cut the short people so fine uh devil's requires like days off the or by rival so we we did go to restrict the very first day and er if they got the the the other day and everything was fine so from like are you talking from the chopping perspective
","i really have to finish it because my son approved some something into teaching 'em or something from the table so uh just to cut it short people so fine a devil to require like days off or by rival so we we did kuki restrict the very first day and so they got the the the other day and everything was fine so from like or are you talking from the chopping perspective
",[[]],,[],[],[],sorry i have i'll really have to finish in one minute because my son threw some something in the kitchen something from the table so just to have cut it short it was all fine there was a required covid test like this after arrival so we did two covid test the very first day and it was negative the other day and everything was fine so like are you asking from the trouble perspective.,[],[],"['one minute', 'the very first day']"
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_107340_108175,"yeah
","yeah
",,,[],[],[],yeah yeah.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_115090_134768,"thank you very much work called me i didn't expect yea except the fact that we have to go four times to quit that and are those are like off they're very very careful inspection everything's fine everything it's up to the thanks for calling me um
","thank you very much for me i didn't expect a except the fact that we have to go four times to quit that and are those are like off the very very careful inspection everything's fine everything it's up to the thanks for calling me um
",[[]],[[]],[],[],[],thank you very much for calling me i didn't expect this yeah yeah except the fact that we had to go four times to covid test and our noses are like after very very a careful inspection everything is fine everything is absolutely fine thanks for calling me.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_148329_170898,"yeah it's ridiculous that's reality you be guilty because i just like too old to do something about but maybe in the open person and i i have to run now maybe tomorrow
","you're a plus because you'd be guilty because i would just like to do something about it but maybe in the open person and i i have to run now maybe tomorrow
",[[]],[[]],[],[],['tomorrow'],yeah you sure did good yes yes we have already been in the office because i would just like to also tell you something there but but maybe in the office in person i i have to run now maybe tomorrow tell me tomorrow.,[],[],"['tomorrow', 'tomorrow']"
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_181180_186105,"okay okay i i just thinking the coming thing low hopping looking or
","okay okay i was just thinking about coming to blow up in
",,,[],[],[],okay okay i i was just thinking of coming and think about nothing nothing urgent.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_187640_193565,"okay so a nice holiday and vacation and everything sometime all right
","okay it's a nice holiday and vacation and everything sometimes all right
",,,[],[],[],okay okay so have a nice holiday and vacation and everything and some time off rest.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_208140_209225,"really
","really
",,,[],[],[],yes we'll do.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_219190_219775,"okay
","okay
",,,[],[],[],okay.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_226670_233435,"okay okay they're probably really wow that's even send to m._s._n._b._c. both uh some message
","okay okay 'cause they're probably really wow that's i really do i miss i miss about the message
",,,[],[],[],okay okay there probably will be one that i will send you an s m s about or some messages.,[],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_234840_239085,"okay okay because uh how
","okay okay because i have to rococo
",,['rococo'],[],[],[],okay okay michal i will have to run now.,['michal'],[],[]
cs04M-RE7f94d8316d8fffc7756ee70208b5cedf_B_250750_254985,"thank you thank you do you do i have a christmas bye bye
","thank you thank you you too you too bye bye
",,,[],[],[],thank you thank you you too you too have a have great christmas bye bye.,[],[],['christmas']
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_002776_005720,"charge charlotte um so uh do do have the minutes
","charlotte charlotte um so uh do you have
",['charlotte'],['charlotte'],['charlotte'],[],[],ciao ciao adam so do do you have a minute.,['adam'],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_015250_017935,"three you have some some be on
","three you have some some be on
",,,[],[],[],so three you have some some peas on what.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_020062_020572,"yeah
","yeah
",,,[],[],[],be on.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_021559_025158,"okay okay good
","okay okay good
",,,[],[],[],okay okay good good good.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_026853_027527,"okay
","okay
",,,[],[],[],okay.,[],[],[]
cs04M-REbd2309fff4360f7a6c6fa03a8862c779_A_029141_034853,"i uh i elected to boot right on your desk with curb your enthusiasm
","i uh i live right on your desk with curb your enthusiasm
",,,[],[],[],adam i i let the blu ray on your desk with cope your enthusiasm.,['adam'],[],[]
